IdC,type_aliment,nom,allergene
2417,Viande,Agneau rôti #771,Moutarde
2418,Céréale,Épeautre #893,Aucun
2419,Fruit,Verjus #761,"Fruits à coque, Soja"
2420,Légume,Chou frisé #139,Aucun
2421,Épice,Poivre long #573,"Moutarde, Gluten"
2422,Céréale,Épeautre #652,"Lupin, Arachides"
2423,Épice,Poivre long #366,Aucun
2424,Légume,Navet confit #632,Sulfites
2425,Épice,Safran #93,Aucun
2426,Légume,Chou frisé #683,"Gluten, Moutarde"
2427,Céréale,Épeautre #537,Aucun
2428,Épice,Épices orientales #37,"Sulfites, Céleri"
2429,Fruit,Pomme sauvage #715,Sulfites
2430,Légume,Navet confit #456,"Gluten, Céleri, Soja"
2431,Fruit,Verjus #294,Aucun
2432,Viande,Mouton braisé #40,Oeufs
2433,Poisson,Brochet en gelée #928,Aucun
2434,Épice,Poivre long #491,Aucun
2435,Produit laitier,Fromage affiné #720,"Oeufs, Gluten"
2436,Herbe,Romarin #390,"Sulfites, Céleri"
2437,Champignon,Truffe noire #494,"Gluten, Sulfites"
2438,Légumineuse,Lentilles du Puy #408,"Lupin, Soja"
2439,Épice,Poivre long #543,"Céleri, Sésame, Moutarde"
2440,Céréale,Épeautre #500,"Lupin, Arachides"
2441,Poisson,Brochet en gelée #718,Sulfites
2442,Épice,Épices orientales #490,"Sésame, Céleri"
2443,Épice,Épices orientales #27,"Céleri, Sulfites, Gluten"
2444,Viande,Agneau rôti #958,"Gluten, Sulfites, Moutarde"
2445,Épice,Épices orientales #290,Aucun
2446,Épice,Poivre long #207,Sésame
2447,Herbe,Romarin #766,"Gluten, Sulfites, Céleri"
2448,Épice,Safran #655,Sésame
2449,Légume,Navet confit #800,"Moutarde, Sulfites, Lupin"
2450,Viande,Canard fumé #387,"Gluten, Oeufs, Moutarde"
2451,Herbe,Romarin #266,Aucun
2452,Légume,Chou frisé #608,Sulfites
2453,Légumineuse,Lentilles du Puy #539,Gluten
2454,Céréale,Épeautre #50,"Soja, Arachides"
2455,Herbe,Thym sauvage #845,Sulfites
2456,Fruit,Pomme sauvage #640,"Soja, Arachides"
2457,Épice,Safran #363,"Sulfites, Moutarde"
2458,Herbe,Thym sauvage #215,"Gluten, Sulfites"
2459,Champignon,Truffe noire #440,Aucun
2460,Fruit,Verjus #384,Sulfites
2461,Épice,Safran #910,Moutarde
2462,Fruit,Verjus #959,Aucun
2463,Légume,Chou frisé #591,Aucun
2464,Légume,Chou frisé #811,"Moutarde, Lupin"
2465,Champignon,Truffe noire #452,"Sulfites, Gluten, Céleri"
2466,Légumineuse,Lentilles du Puy #721,"Soja, Lupin, Céleri"
2467,Herbe,Romarin #903,"Céleri, Gluten"
2468,Légume,Navet confit #413,"Lupin, Gluten"
2469,Épice,Épices orientales #983,Gluten
2470,Céréale,Épeautre #178,Aucun
2471,Viande,Mouton braisé #969,"Moutarde, Céleri, Oeufs"
2472,Légumineuse,Lentilles du Puy #759,"Céleri, Lupin, Arachides"
2473,Champignon,Truffe noire #141,"Gluten, Sulfites, Céleri"
2474,Légumineuse,Lentilles du Puy #207,Aucun
2475,Légume,Navet confit #58,Aucun
2476,Légume,Navet confit #80,Moutarde
2477,Céréale,Épeautre #630,Arachides
2478,Légumineuse,Lentilles du Puy #786,"Soja, Sulfites, Céleri"
2479,Poisson,Carpe dorée #428,"Céleri, Moutarde, Gluten"
2480,Légumineuse,Lentilles du Puy #48,"Lupin, Soja"
2481,Céréale,Épeautre #178,Aucun
2482,Légume,Navet confit #339,"Sulfites, Lupin"
2483,Épice,Safran #365,"Sulfites, Sésame, Moutarde"
2484,Viande,Mouton braisé #678,"Moutarde, Sulfites"
2485,Légumineuse,Lentilles du Puy #780,Aucun
2486,Épice,Safran #584,"Moutarde, Céleri"
2487,Épice,Épices orientales #762,Aucun
2488,Fruit,Pomme sauvage #494,"Arachides, Sulfites, Fruits à coque"
2489,Viande,Mouton braisé #637,Gluten
2490,Fruit,Pomme sauvage #570,Soja
2491,Herbe,Romarin #434,"Céleri, Sulfites, Gluten"
2492,Légumineuse,Lentilles du Puy #237,"Soja, Lupin, Gluten"
2493,Herbe,Thym sauvage #761,"Céleri, Gluten"
2494,Poisson,Brochet en gelée #30,"Céleri, Gluten, Poisson"
2495,Épice,Poivre long #762,"Sésame, Céleri"
2496,Champignon,Truffe noire #426,Gluten
2497,Fruit,Verjus #788,Aucun
2498,Viande,Mouton braisé #879,Aucun
2499,Herbe,Romarin #581,"Gluten, Sulfites"
2500,Céréale,Épeautre #195,"Arachides, Gluten, Soja"
2501,Épice,Poivre long #323,Aucun
2502,Viande,Agneau rôti #135,"Moutarde, Gluten"
2503,Herbe,Thym sauvage #8,"Gluten, Sulfites"
2504,Herbe,Romarin #260,Sulfites
2505,Herbe,Thym sauvage #190,"Gluten, Céleri, Sulfites"
2506,Viande,Canard fumé #628,Moutarde
2507,Épice,Poivre long #426,Aucun
2508,Viande,Venaison #627,Céleri
2509,Épice,Safran #337,Aucun
2510,Herbe,Thym sauvage #528,Aucun
2511,Fruit,Verjus #52,Arachides
2512,Légume,Chou frisé #135,Céleri
2513,Champignon,Truffe noire #723,"Gluten, Sulfites, Céleri"
2514,Légumineuse,Lentilles du Puy #416,Céleri
2515,Légume,Chou frisé #830,"Gluten, Céleri"
2516,Viande,Mouton braisé #227,"Moutarde, Sulfites"
2517,Poisson,Brochet en gelée #639,"Gluten, Moutarde, Sulfites"
2518,Légume,Navet confit #847,"Gluten, Lupin"
2519,Céréale,Épeautre #229,Aucun
2520,Fruit,Verjus #111,Aucun
2521,Fruit,Verjus #702,"Arachides, Fruits à coque"
2522,Fruit,Verjus #515,"Soja, Sulfites, Arachides"
2523,Champignon,Truffe noire #119,Céleri
2524,Herbe,Romarin #348,"Sulfites, Gluten, Céleri"
2525,Légume,Chou frisé #79,Soja
2526,Herbe,Romarin #228,Aucun
2527,Légume,Chou frisé #463,Lupin
2528,Champignon,Truffe noire #546,"Céleri, Sulfites, Gluten"
2529,Épice,Poivre long #738,"Sulfites, Sésame, Céleri"
2530,Épice,Poivre long #291,Aucun
2531,Céréale,Épeautre #670,Soja
2532,Herbe,Romarin #42,Gluten
2533,Épice,Épices orientales #938,"Sulfites, Gluten, Céleri"
2534,Céréale,Épeautre #500,"Soja, Fruits à coque, Lupin"
2535,Légume,Navet confit #440,Aucun
2536,Herbe,Romarin #145,Céleri
2537,Légume,Navet confit #557,Soja
2538,Viande,Venaison #770,"Sulfites, Gluten, Oeufs"
2539,Légumineuse,Lentilles du Puy #684,Gluten
2540,Fruit,Pomme sauvage #401,"Soja, Sulfites, Arachides"
2541,Champignon,Truffe noire #411,"Sulfites, Gluten, Céleri"
2542,Céréale,Épeautre #918,Aucun
2543,Légume,Navet confit #25,Aucun
2544,Épice,Épices orientales #318,Aucun
2545,Herbe,Thym sauvage #432,"Sulfites, Céleri"
2546,Champignon,Truffe noire #518,"Céleri, Gluten"
2547,Poisson,Brochet en gelée #522,Sulfites
2548,Fruit,Verjus #259,"Sulfites, Soja"
2549,Épice,Épices orientales #937,Sésame
2550,Fruit,Verjus #172,"Arachides, Fruits à coque"
2551,Herbe,Romarin #420,"Gluten, Sulfites, Céleri"
2552,Épice,Safran #572,"Céleri, Sulfites"
2553,Légume,Chou frisé #53,"Moutarde, Sulfites, Gluten"
2554,Viande,Mouton braisé #263,Aucun
2555,Fruit,Verjus #406,"Arachides, Fruits à coque, Sulfites"
2556,Fruit,Verjus #186,"Fruits à coque, Soja"
2557,Légumineuse,Lentilles du Puy #121,"Gluten, Soja"
2558,Herbe,Romarin #605,"Gluten, Sulfites"
2559,Épice,Poivre long #254,"Céleri, Sulfites, Gluten"
2560,Épice,Safran #714,Sésame
2561,Viande,Venaison #814,"Oeufs, Sulfites"
2562,Épice,Safran #565,"Céleri, Gluten"
2563,Fruit,Verjus #3,"Soja, Arachides, Fruits à coque"
2564,Légumineuse,Lentilles du Puy #597,"Gluten, Arachides"
2565,Épice,Épices orientales #628,Céleri
2566,Viande,Canard fumé #815,"Gluten, Moutarde, Céleri"
2567,Épice,Épices orientales #13,Gluten
2568,Céréale,Épeautre #632,Lupin
2569,Légumineuse,Lentilles du Puy #449,Aucun
2570,Épice,Épices orientales #122,"Sulfites, Céleri, Sésame"
2571,Légume,Navet confit #32,"Sulfites, Moutarde, Céleri"
2572,Épice,Épices orientales #885,Aucun
2573,Légume,Chou frisé #751,"Sulfites, Moutarde, Soja"
2574,Champignon,Truffe noire #50,"Gluten, Sulfites, Céleri"
2575,Viande,Agneau rôti #694,"Sulfites, Céleri"
2576,Fruit,Pomme sauvage #667,"Soja, Arachides"
2577,Légume,Chou frisé #839,Aucun
2578,Épice,Poivre long #470,Gluten
2579,Champignon,Truffe noire #420,Aucun
2580,Herbe,Romarin #604,"Sulfites, Céleri, Gluten"
2581,Légumineuse,Lentilles du Puy #189,Lupin
2582,Légume,Navet confit #104,Aucun
2583,Poisson,Brochet en gelée #323,"Moutarde, Céleri"
2584,Épice,Épices orientales #899,Céleri
2585,Céréale,Épeautre #760,"Gluten, Lupin"
2586,Herbe,Thym sauvage #350,"Sulfites, Gluten, Céleri"
2587,Herbe,Thym sauvage #218,"Sulfites, Gluten, Céleri"
2588,Épice,Épices orientales #327,"Sésame, Gluten"
2589,Champignon,Truffe noire #651,"Gluten, Céleri"
2590,Fruit,Pomme sauvage #813,"Soja, Sulfites, Fruits à coque"
2591,Épice,Safran #330,"Moutarde, Sulfites"
2592,Légume,Chou frisé #721,Aucun
2593,Épice,Safran #618,Aucun
2594,Poisson,Carpe dorée #624,"Moutarde, Gluten, Céleri"
2595,Fruit,Verjus #474,Sulfites
2596,Légume,Chou frisé #8,"Gluten, Lupin"
2597,Légume,Navet confit #712,"Sulfites, Soja, Céleri"
2598,Légume,Chou frisé #876,"Lupin, Céleri, Sulfites"
2599,Champignon,Truffe noire #771,Aucun
2600,Légumineuse,Lentilles du Puy #237,"Gluten, Arachides, Sulfites"
2601,Épice,Épices orientales #856,Aucun
2602,Légume,Navet confit #959,"Moutarde, Gluten"
2603,Épice,Safran #41,"Sésame, Céleri"
2604,Légume,Chou frisé #316,"Lupin, Soja"
2605,Herbe,Romarin #67,"Gluten, Céleri, Sulfites"
2606,Épice,Poivre long #171,Aucun
2607,Céréale,Épeautre #725,"Soja, Lupin"
2608,Herbe,Thym sauvage #92,Aucun
2609,Épice,Safran #653,Céleri
2610,Herbe,Thym sauvage #848,Aucun
2611,Viande,Canard fumé #538,"Sulfites, Oeufs, Gluten"
2612,Céréale,Épeautre #191,"Gluten, Fruits à coque, Arachides"
2613,Herbe,Thym sauvage #38,"Sulfites, Gluten, Céleri"
2614,Épice,Safran #858,"Sulfites, Gluten"
2615,Légumineuse,Lentilles du Puy #8,Aucun
2616,Viande,Agneau rôti #528,Moutarde
2617,Épice,Poivre long #152,Gluten
2618,Fruit,Verjus #704,"Arachides, Sulfites"
2619,Fruit,Verjus #752,Aucun
2620,Légumineuse,Lentilles du Puy #268,"Arachides, Sulfites, Lupin"
2621,Épice,Épices orientales #10,"Sésame, Gluten, Céleri"
2622,Viande,Canard fumé #538,"Moutarde, Sulfites"
2623,Herbe,Romarin #6,"Céleri, Gluten, Sulfites"
2624,Légume,Chou frisé #164,"Sulfites, Soja"
2625,Herbe,Romarin #555,"Gluten, Sulfites, Céleri"
2626,Champignon,Truffe noire #315,"Gluten, Céleri"
2627,Céréale,Épeautre #955,"Soja, Fruits à coque, Gluten"
2628,Légume,Navet confit #704,"Sulfites, Lupin, Gluten"
2629,Viande,Canard fumé #73,Gluten
2630,Céréale,Épeautre #464,"Lupin, Arachides, Soja"
2631,Légumineuse,Lentilles du Puy #660,Aucun
2632,Produit laitier,Fromage affiné #809,"Oeufs, Gluten, Lactose"
2633,Épice,Poivre long #107,"Sulfites, Moutarde, Sésame"
2634,Céréale,Épeautre #42,Lupin
2635,Épice,Épices orientales #43,"Sésame, Moutarde, Sulfites"
2636,Légumineuse,Lentilles du Puy #503,"Gluten, Lupin, Céleri"
2637,Poisson,Brochet en gelée #597,Aucun
2638,Céréale,Épeautre #226,"Fruits à coque, Arachides"
2639,Viande,Mouton braisé #358,"Oeufs, Gluten"
2640,Légume,Navet confit #747,"Moutarde, Céleri"
2641,Champignon,Truffe noire #637,"Sulfites, Gluten, Céleri"
2642,Légume,Chou frisé #22,Aucun
2643,Herbe,Romarin #987,"Sulfites, Céleri"
2644,Légumineuse,Lentilles du Puy #706,"Lupin, Arachides, Gluten"
2645,Épice,Safran #560,Aucun
2646,Céréale,Épeautre #214,"Fruits à coque, Arachides"
2647,Fruit,Pomme sauvage #810,"Soja, Sulfites"
2648,Épice,Épices orientales #540,Aucun
2649,Légume,Chou frisé #143,Aucun
2650,Légume,Chou frisé #583,Céleri
2651,Céréale,Épeautre #637,"Arachides, Fruits à coque"
2652,Céréale,Épeautre #959,Aucun
2653,Viande,Mouton braisé #389,"Moutarde, Oeufs"
2654,Épice,Épices orientales #914,Moutarde
2655,Champignon,Truffe noire #632,"Céleri, Sulfites"
2656,Céréale,Épeautre #637,Gluten
2657,Légume,Navet confit #393,Céleri
2658,Céréale,Épeautre #476,"Lupin, Soja"
2659,Légume,Navet confit #222,"Sulfites, Céleri"
2660,Légume,Navet confit #388,"Moutarde, Soja, Céleri"
2661,Fruit,Verjus #642,Aucun
2662,Champignon,Truffe noire #806,Sulfites
2663,Épice,Épices orientales #436,"Sulfites, Sésame, Céleri"
2664,Herbe,Thym sauvage #77,Aucun
2665,Fruit,Pomme sauvage #321,Aucun
2666,Herbe,Thym sauvage #726,Aucun
2667,Fruit,Pomme sauvage #192,Arachides
2668,Légumineuse,Lentilles du Puy #696,"Soja, Arachides, Lupin"
2669,Poisson,Brochet en gelée #890,Poisson
2670,Épice,Épices orientales #842,"Sésame, Céleri, Moutarde"
2671,Épice,Épices orientales #773,Moutarde
2672,Fruit,Pomme sauvage #931,Fruits à coque
2673,Légume,Chou frisé #208,"Soja, Moutarde"
2674,Fruit,Pomme sauvage #312,Arachides
2675,Légume,Chou frisé #228,"Moutarde, Céleri, Sulfites"
2676,Herbe,Thym sauvage #21,"Céleri, Gluten, Sulfites"
2677,Légume,Navet confit #757,"Gluten, Sulfites"
2678,Épice,Poivre long #523,"Sésame, Gluten, Sulfites"
2679,Épice,Poivre long #627,"Céleri, Sulfites"
2680,Céréale,Épeautre #388,"Arachides, Lupin"
2681,Légumineuse,Lentilles du Puy #994,"Arachides, Céleri"
2682,Céréale,Épeautre #468,"Gluten, Soja, Arachides"
2683,Légumineuse,Lentilles du Puy #301,"Soja, Lupin, Gluten"
2684,Fruit,Verjus #505,Aucun
2685,Poisson,Brochet en gelée #490,"Sulfites, Céleri"
2686,Céréale,Épeautre #848,Fruits à coque
2687,Légumineuse,Lentilles du Puy #830,Sulfites
2688,Légume,Navet confit #1,Aucun
2689,Viande,Agneau rôti #768,Aucun
2690,Champignon,Truffe noire #849,Gluten
2691,Épice,Poivre long #182,"Sésame, Gluten"
2692,Poisson,Brochet en gelée #12,Aucun
2693,Poisson,Brochet en gelée #689,"Poisson, Céleri, Moutarde"
2694,Fruit,Verjus #467,"Soja, Sulfites"
2695,Légume,Navet confit #300,Aucun
2696,Légumineuse,Lentilles du Puy #484,Aucun
2697,Épice,Safran #643,"Sulfites, Gluten, Céleri"
2698,Fruit,Pomme sauvage #597,"Arachides, Fruits à coque"
2699,Légume,Navet confit #265,Sulfites
2700,Épice,Safran #295,Céleri
2701,Céréale,Épeautre #53,"Lupin, Gluten, Soja"
2702,Fruit,Pomme sauvage #614,Aucun
2703,Épice,Épices orientales #819,"Sulfites, Sésame"
2704,Épice,Épices orientales #933,"Sésame, Moutarde, Sulfites"
2705,Céréale,Épeautre #872,"Arachides, Gluten"
2706,Épice,Safran #554,Aucun
2707,Légume,Navet confit #731,"Sulfites, Soja"
2708,Céréale,Épeautre #331,"Fruits à coque, Gluten"
2709,Viande,Mouton braisé #630,"Gluten, Céleri"
2710,Légumineuse,Lentilles du Puy #124,"Arachides, Gluten"
2711,Herbe,Thym sauvage #695,Sulfites
2712,Herbe,Romarin #62,Aucun
2713,Viande,Canard fumé #278,"Sulfites, Oeufs, Gluten"
2714,Viande,Venaison #381,"Gluten, Moutarde, Céleri"
2715,Légumineuse,Lentilles du Puy #357,Aucun
2716,Légumineuse,Lentilles du Puy #963,Céleri
2717,Poisson,Brochet en gelée #955,"Gluten, Moutarde, Sulfites"
2718,Poisson,Brochet en gelée #183,Aucun
2719,Céréale,Épeautre #240,Fruits à coque
2720,Viande,Mouton braisé #604,"Oeufs, Sulfites, Céleri"
2721,Viande,Canard fumé #609,Aucun
2722,Légumineuse,Lentilles du Puy #856,"Arachides, Soja"
2723,Légumineuse,Lentilles du Puy #803,Céleri
2724,Herbe,Romarin #706,Aucun
2725,Épice,Poivre long #140,Gluten
2726,Épice,Poivre long #98,Aucun
2727,Céréale,Épeautre #230,Fruits à coque
2728,Légumineuse,Lentilles du Puy #255,"Gluten, Sulfites"
2729,Herbe,Romarin #426,"Sulfites, Gluten, Céleri"
2730,Légume,Chou frisé #591,"Gluten, Lupin"
2731,Légume,Chou frisé #987,Sulfites
2732,Fruit,Verjus #646,"Fruits à coque, Arachides"
2733,Viande,Mouton braisé #614,"Oeufs, Gluten"
2734,Herbe,Romarin #645,Sulfites
2735,Épice,Épices orientales #553,"Sulfites, Moutarde, Sésame"
2736,Herbe,Romarin #457,Aucun
2737,Légume,Navet confit #448,Gluten
2738,Herbe,Romarin #349,"Gluten, Céleri, Sulfites"
2739,Épice,Épices orientales #126,Céleri
2740,Légumineuse,Lentilles du Puy #10,Aucun
2741,Légumineuse,Lentilles du Puy #389,Sulfites
2742,Champignon,Truffe noire #494,Aucun
2743,Légume,Navet confit #359,"Lupin, Soja, Gluten"
2744,Légume,Chou frisé #273,"Gluten, Céleri"
2745,Légume,Navet confit #375,"Sulfites, Gluten, Moutarde"
2746,Fruit,Pomme sauvage #711,"Sulfites, Soja, Arachides"
2747,Viande,Canard fumé #452,"Sulfites, Gluten"
2748,Légumineuse,Lentilles du Puy #611,Aucun
2749,Viande,Mouton braisé #113,Sulfites
2750,Fruit,Verjus #837,Aucun
2751,Légume,Navet confit #1,Aucun
2752,Épice,Épices orientales #779,Aucun
2753,Épice,Épices orientales #799,Aucun
2754,Viande,Canard fumé #206,Aucun
2755,Céréale,Épeautre #175,"Gluten, Arachides"
2756,Légume,Chou frisé #763,"Gluten, Moutarde"
2757,Viande,Agneau rôti #594,"Oeufs, Moutarde"
2758,Produit laitier,Fromage affiné #84,"Gluten, Oeufs, Lactose"
2759,Herbe,Romarin #955,Aucun
2760,Épice,Épices orientales #504,"Sésame, Sulfites, Gluten"
2761,Céréale,Épeautre #701,Aucun
2762,Produit laitier,Fromage affiné #971,"Lactose, Oeufs"
2763,Légumineuse,Lentilles du Puy #857,Céleri
2764,Épice,Safran #287,Aucun
2765,Épice,Poivre long #15,Sulfites
2766,Légumineuse,Lentilles du Puy #911,Aucun
2767,Légume,Navet confit #982,"Lupin, Soja, Céleri"
2768,Champignon,Truffe noire #784,Aucun
2769,Céréale,Épeautre #512,Aucun
2770,Légumineuse,Lentilles du Puy #180,Arachides
2771,Légume,Navet confit #426,"Sulfites, Moutarde, Céleri"
2772,Produit laitier,Fromage affiné #884,"Gluten, Lactose"
2773,Légumineuse,Lentilles du Puy #153,Aucun
2774,Viande,Canard fumé #534,Céleri
2775,Céréale,Épeautre #105,Fruits à coque
2776,Viande,Canard fumé #262,"Oeufs, Gluten"
2777,Épice,Poivre long #678,Aucun
2778,Herbe,Romarin #796,"Sulfites, Gluten, Céleri"
2779,Épice,Poivre long #777,Aucun
2780,Épice,Épices orientales #282,Sulfites
2781,Épice,Safran #770,Sulfites
2782,Épice,Safran #280,"Sésame, Céleri"
2783,Champignon,Truffe noire #573,"Céleri, Sulfites"
2784,Viande,Canard fumé #152,"Sulfites, Moutarde, Céleri"
2785,Légume,Chou frisé #324,Aucun
2786,Légume,Chou frisé #285,"Soja, Gluten"
2787,Épice,Safran #324,Sulfites
2788,Poisson,Carpe dorée #340,"Poisson, Céleri"
2789,Herbe,Romarin #419,Aucun
2790,Viande,Canard fumé #276,Aucun
2791,Légumineuse,Lentilles du Puy #183,"Céleri, Lupin"
2792,Herbe,Thym sauvage #522,Sulfites
2793,Herbe,Thym sauvage #112,Aucun
2794,Viande,Canard fumé #330,Céleri
2795,Épice,Poivre long #398,Sulfites
2796,Légume,Chou frisé #767,"Moutarde, Soja, Céleri"
2797,Légume,Navet confit #469,Aucun
2798,Herbe,Romarin #957,"Sulfites, Céleri, Gluten"
2799,Légume,Chou frisé #81,Aucun
2800,Herbe,Romarin #244,"Gluten, Céleri"
2801,Herbe,Thym sauvage #846,Sulfites
2802,Légume,Navet confit #681,"Sulfites, Soja"
2803,Champignon,Truffe noire #270,Sulfites
2804,Épice,Épices orientales #834,Aucun
2805,Légumineuse,Lentilles du Puy #747,"Lupin, Sulfites, Arachides"
2806,Herbe,Thym sauvage #799,"Céleri, Gluten, Sulfites"
2807,Légumineuse,Lentilles du Puy #69,Lupin
2808,Céréale,Épeautre #572,Aucun
2809,Herbe,Romarin #503,Gluten
2810,Légumineuse,Lentilles du Puy #587,"Soja, Céleri, Gluten"
2811,Épice,Safran #150,Moutarde
2812,Épice,Épices orientales #434,Aucun
2813,Épice,Poivre long #493,"Sulfites, Gluten, Céleri"
2814,Fruit,Pomme sauvage #328,"Soja, Arachides, Sulfites"
2815,Viande,Canard fumé #874,"Oeufs, Moutarde, Sulfites"
2816,Céréale,Épeautre #482,Fruits à coque
2817,Épice,Épices orientales #493,Sésame
2818,Légume,Chou frisé #134,Aucun
2819,Herbe,Romarin #583,Céleri
2820,Herbe,Romarin #487,Gluten
2821,Herbe,Thym sauvage #188,Céleri
2822,Produit laitier,Fromage affiné #86,"Lactose, Oeufs"
2823,Légumineuse,Lentilles du Puy #862,Lupin
2824,Légume,Chou frisé #200,"Sulfites, Céleri"
2825,Légume,Navet confit #913,"Lupin, Céleri, Gluten"
2826,Légumineuse,Lentilles du Puy #512,"Arachides, Soja"
2827,Viande,Mouton braisé #814,Aucun
2828,Légumineuse,Lentilles du Puy #705,Gluten
2829,Herbe,Romarin #819,Sulfites
2830,Viande,Agneau rôti #84,Aucun
2831,Fruit,Pomme sauvage #251,"Soja, Sulfites"
2832,Fruit,Pomme sauvage #224,Aucun
2833,Légume,Navet confit #70,"Sulfites, Moutarde, Céleri"
2834,Épice,Épices orientales #476,Moutarde
2835,Herbe,Thym sauvage #127,"Sulfites, Céleri, Gluten"
2836,Céréale,Épeautre #809,Aucun
2837,Légumineuse,Lentilles du Puy #505,Aucun
2838,Viande,Canard fumé #906,"Sulfites, Oeufs, Moutarde"
2839,Légumineuse,Lentilles du Puy #642,"Sulfites, Gluten, Arachides"
2840,Fruit,Pomme sauvage #915,"Arachides, Soja"
2841,Légume,Navet confit #697,"Gluten, Moutarde"
2842,Herbe,Romarin #661,"Céleri, Sulfites"
2843,Légumineuse,Lentilles du Puy #786,"Arachides, Céleri, Sulfites"
2844,Viande,Agneau rôti #707,Oeufs
2845,Épice,Épices orientales #385,Aucun
2846,Viande,Venaison #568,Aucun
2847,Céréale,Épeautre #948,Aucun
2848,Viande,Agneau rôti #613,Sulfites
2849,Épice,Épices orientales #426,"Sulfites, Sésame"
2850,Légumineuse,Lentilles du Puy #985,Aucun
2851,Fruit,Verjus #279,Aucun
2852,Épice,Safran #684,"Sésame, Moutarde"
2853,Légumineuse,Lentilles du Puy #990,Arachides
2854,Légumineuse,Lentilles du Puy #292,"Céleri, Sulfites"
2855,Céréale,Épeautre #52,"Fruits à coque, Arachides"
2856,Produit laitier,Fromage affiné #420,Aucun
2857,Céréale,Épeautre #766,"Lupin, Gluten"
2858,Céréale,Épeautre #920,"Gluten, Fruits à coque"
2859,Légume,Navet confit #716,"Céleri, Soja"
2860,Céréale,Épeautre #597,Gluten
2861,Légume,Navet confit #795,"Céleri, Gluten"
2862,Poisson,Carpe dorée #213,Sulfites
2863,Légume,Chou frisé #940,"Sulfites, Lupin"
2864,Céréale,Épeautre #429,Soja
2865,Épice,Épices orientales #85,"Gluten, Sésame"
2866,Viande,Mouton braisé #249,Aucun
2867,Fruit,Pomme sauvage #103,Fruits à coque
2868,Épice,Épices orientales #197,"Sésame, Sulfites, Céleri"
2869,Légumineuse,Lentilles du Puy #157,"Céleri, Lupin, Sulfites"
2870,Épice,Épices orientales #560,"Céleri, Moutarde"
2871,Poisson,Carpe dorée #109,Moutarde
2872,Herbe,Thym sauvage #789,"Sulfites, Gluten"
2873,Viande,Agneau rôti #852,"Sulfites, Céleri, Moutarde"
2874,Champignon,Truffe noire #409,Aucun
2875,Légume,Navet confit #950,"Gluten, Soja, Lupin"
2876,Légumineuse,Lentilles du Puy #453,Aucun
2877,Légume,Navet confit #624,Aucun
2878,Épice,Safran #53,Aucun
2879,Légumineuse,Lentilles du Puy #835,Aucun
2880,Céréale,Épeautre #101,Gluten
2881,Viande,Venaison #903,Aucun
2882,Poisson,Carpe dorée #825,Gluten
2883,Légumineuse,Lentilles du Puy #332,Aucun
2884,Légume,Chou frisé #144,Céleri
2885,Poisson,Brochet en gelée #702,Sulfites
2886,Légumineuse,Lentilles du Puy #321,"Céleri, Lupin, Arachides"
2887,Légumineuse,Lentilles du Puy #634,Sulfites
2888,Herbe,Romarin #427,"Gluten, Céleri"
2889,Viande,Agneau rôti #270,Aucun
2890,Légume,Chou frisé #636,"Céleri, Soja, Lupin"
2891,Produit laitier,Fromage affiné #677,Aucun
2892,Viande,Venaison #764,"Moutarde, Gluten"
2893,Céréale,Épeautre #186,Aucun
2894,Herbe,Thym sauvage #257,"Gluten, Sulfites"
2895,Poisson,Carpe dorée #427,"Moutarde, Sulfites"
2896,Herbe,Thym sauvage #166,Aucun
2897,Légume,Navet confit #457,Céleri
2898,Fruit,Verjus #81,"Fruits à coque, Sulfites"
2899,Céréale,Épeautre #222,"Gluten, Fruits à coque, Lupin"
2900,Viande,Mouton braisé #32,"Céleri, Oeufs, Sulfites"
2901,Herbe,Romarin #780,Aucun
2902,Épice,Safran #554,"Céleri, Moutarde, Gluten"
2903,Céréale,Épeautre #767,"Arachides, Soja"
2904,Viande,Agneau rôti #979,"Céleri, Gluten, Sulfites"
2905,Fruit,Pomme sauvage #275,"Arachides, Fruits à coque, Soja"
2906,Céréale,Épeautre #910,Aucun
2907,Légumineuse,Lentilles du Puy #26,Aucun
2908,Poisson,Carpe dorée #226,"Poisson, Sulfites"
2909,Légumineuse,Lentilles du Puy #448,"Lupin, Céleri"
2910,Légumineuse,Lentilles du Puy #911,"Céleri, Lupin"
2911,Céréale,Épeautre #702,Lupin
2912,Herbe,Thym sauvage #171,Aucun
2913,Champignon,Truffe noire #777,"Gluten, Sulfites, Céleri"
2914,Herbe,Romarin #942,"Sulfites, Gluten"
2915,Épice,Épices orientales #599,Aucun
2916,Viande,Canard fumé #24,"Céleri, Gluten, Moutarde"
2917,Champignon,Truffe noire #508,"Sulfites, Céleri"
2918,Céréale,Épeautre #80,Arachides
2919,Champignon,Truffe noire #202,Sulfites
2920,Légumineuse,Lentilles du Puy #563,"Soja, Sulfites"
2921,Légume,Navet confit #981,"Sulfites, Moutarde, Gluten"
2922,Épice,Poivre long #742,"Moutarde, Céleri, Sulfites"
2923,Céréale,Épeautre #250,Soja
2924,Poisson,Brochet en gelée #946,Aucun
2925,Herbe,Romarin #463,Gluten
2926,Légume,Chou frisé #712,"Moutarde, Sulfites, Lupin"
2927,Épice,Épices orientales #379,Sulfites
2928,Épice,Épices orientales #680,"Sulfites, Moutarde, Gluten"
2929,Herbe,Romarin #834,"Gluten, Céleri, Sulfites"
2930,Épice,Poivre long #849,Céleri
