IdO,IdM,IdE,date_entretien
3138,2672,2576,2013-01-04
3033,1522,885,2019-11-03
3235,2970,3341,2012-06-14
4143,699,2938,2014-02-19
3651,2674,186,2024-11-29
1686,3272,1279,2010-10-25
3426,4486,3279,2017-08-27
1637,4549,1317,2013-05-28
4009,4258,4032,2016-06-24
4334,4577,1392,2021-08-10
2068,592,3697,2022-05-15
550,2086,1256,2005-02-14
2494,1689,198,2004-08-18
3255,19,418,2010-05-16
2523,4016,4925,2009-07-12
2301,714,3587,2006-08-18
253,1992,214,2011-11-12
3163,3698,3644,2016-09-02
3194,3059,2591,2003-03-16
2206,1008,421,2000-11-19
1830,1455,1469,2024-10-07
2468,411,309,2002-04-10
4982,3847,2102,2008-03-24
1751,2563,4593,2015-10-14
4245,4437,4732,2012-03-28
4935,4915,1851,2024-01-23
3718,594,3934,2004-12-08
284,3177,2347,2021-02-14
2599,2972,3834,2012-05-18
4390,3702,3667,2020-09-22
2727,1460,4122,2020-06-21
3848,433,2035,2020-05-13
2723,1023,1756,2023-03-23
2344,3176,3709,2023-12-15
1910,4257,585,2020-12-19
2834,4737,3416,2021-08-23
2202,3893,1696,2020-05-22
3948,3545,3889,2008-09-08
2903,2224,3619,2022-06-07
1190,295,4746,2005-12-17
3483,1913,3775,2002-07-08
4099,3147,4891,2020-04-22
4344,1291,1661,2008-10-02
1101,4899,4667,2024-06-20
3083,3635,2562,2001-01-27
1407,2520,3606,2006-12-08
3619,3337,982,2021-12-12
1295,1226,2344,2014-08-01
3671,2160,1228,2008-09-15
3987,3381,3777,2007-07-01
462,3733,4166,2007-01-04
3839,2546,3074,2012-07-20
3960,419,4194,2014-06-22
4555,1053,611,2002-05-28
2036,1282,765,2021-10-23
3165,3138,4733,2007-10-17
3549,2532,3844,2002-11-10
1617,3067,2272,2013-02-02
4084,1424,1347,2024-12-19
3624,1625,1961,2007-05-24
3998,1390,393,2024-10-07
1129,1696,2520,2022-05-02
2909,3720,4076,2004-10-23
197,754,1928,2019-12-10
525,1290,1605,2020-07-05
965,1751,4818,2014-09-10
487,1958,898,2017-04-01
2234,4644,3694,2003-01-23
1315,1639,4108,2017-06-15
2925,1196,2215,2006-05-24
2684,777,3530,2015-09-16
2227,1278,196,2010-03-07
3035,4548,3154,2006-03-19
3436,2624,4246,2017-08-16
3197,1043,4162,2002-01-01
3303,1861,2952,2004-11-12
3430,3665,3843,2008-04-18
1429,2449,1669,2012-08-19
688,2327,4618,2022-06-19
2227,1078,2044,2021-05-25
878,2896,1759,2018-09-19
2598,315,327,2018-07-25
977,2057,3232,2008-01-06
3512,597,2228,2012-12-13
1214,2287,1935,2022-10-25
3294,1201,2022,2009-01-18
510,2780,1443,2019-11-12
1980,4621,2898,2016-12-18
1701,954,2281,2009-06-20
984,111,137,2017-09-06
3766,1470,528,2023-04-27
1306,2394,2419,2024-10-06
1963,1589,4261,2023-11-04
4509,4935,3374,2014-12-19
2486,2385,4663,2014-01-26
471,3442,3804,2019-03-30
662,1015,325,2009-12-27
698,779,2885,2024-07-13
4576,2055,2147,2004-10-09
673,67,3585,2016-12-04
991,2214,4601,2024-10-09
2420,82,3069,2001-05-18
1312,4484,375,2002-04-09
1451,2038,1995,2002-08-12
4135,3134,3947,2013-09-02
1505,1060,524,2021-07-26
3153,1330,4468,2001-04-20
1867,1691,3584,2007-05-26
3080,532,265,2020-08-23
18,2484,1984,2023-05-09
4951,4477,2106,2015-07-13
4234,4806,1410,2015-12-21
2389,3901,3517,2002-08-26
4499,365,3107,2008-04-09
1291,2031,649,2000-06-23
658,3719,3603,2022-07-15
2148,3368,272,2003-05-14
4903,863,1242,2002-09-15
424,3509,4175,2019-08-11
4434,902,3225,2021-11-08
4439,2386,2960,2008-09-05
52,2688,4012,2003-11-21
2945,315,1369,2003-07-17
364,4041,1152,2013-03-02
1753,2007,3316,2005-07-12
3039,2266,1267,2017-07-17
2592,2960,4792,2003-01-25
3644,4803,3514,2009-07-25
4423,4633,148,2018-02-17
2352,1241,4806,2009-10-27
4161,4923,447,2011-11-24
940,2662,516,2022-02-22
898,832,1541,2007-06-05
4060,1711,2299,2011-12-15
4924,1246,4368,2002-02-19
1031,3868,768,2000-08-26
4886,412,519,2002-11-22
2966,3366,4985,2000-12-26
330,2599,4924,2017-07-10
4811,2917,1533,2005-05-18
1698,4403,1644,2012-09-23
4652,4071,4467,2012-01-31
788,4953,1831,2011-06-21
3505,1916,1349,2023-11-09
2461,1728,2929,2014-09-26
413,3852,2418,2007-07-12
1236,4231,259,2010-02-01
3746,987,4438,2009-06-06
1101,350,410,2023-06-16
3093,2786,524,2022-10-05
1672,1447,3822,2010-02-03
3823,4214,3341,2019-01-19
1001,4379,2947,2007-04-03
662,185,2374,2007-04-26
4576,3077,3953,2010-11-08
1828,4441,4038,2022-07-02
2077,3576,1816,2010-04-13
4712,1232,899,2013-08-16
3376,4489,3489,2001-07-07
2121,3519,1466,2000-11-15
4166,3376,443,2008-03-08
4076,4175,4041,2010-07-27
597,4111,1268,2009-05-22
408,847,1047,2004-04-06
4046,1516,3014,2000-04-06
578,4373,4569,2006-12-06
1941,4689,4296,2021-09-22
4993,4729,3995,2009-05-01
1312,3612,1136,2006-07-28
730,4558,2120,2007-01-04
308,4738,3332,2002-10-23
1895,449,1901,2009-05-28
773,1649,987,2019-11-22
3912,2491,303,2002-09-18
1154,3362,4285,2007-03-15
2362,3265,1624,2020-03-24
2077,185,4271,2022-10-31
1201,4976,4571,2012-12-28
157,1325,848,2022-09-02
2220,3726,729,2001-08-11
600,1687,671,2004-09-23
4292,589,1447,2002-07-04
2980,1872,3047,2005-05-20
472,741,2126,2002-10-19
4164,728,3906,2001-06-23
4261,1841,796,2007-04-14
4728,4287,2218,2023-11-19
3425,2801,4279,2016-03-11
3173,994,3420,2024-10-23
3212,1999,2503,2006-11-18
1714,60,4560,2016-12-30
173,3570,3699,2019-09-30
2063,2548,3813,2002-12-29
1372,4715,4817,2021-03-24
966,4822,2404,2019-04-17
3771,1664,3747,2003-03-17
1568,4687,794,2020-08-20
1956,1092,1309,2020-10-26
4282,3254,4885,2016-06-21
1755,3592,4953,2019-11-17
4180,71,3693,2005-06-17
1852,776,972,2019-05-21
266,1895,4004,2018-09-14
2512,328,4136,2019-12-21
1747,1285,3310,2003-08-13
1595,3156,4935,2014-03-16
4285,2070,326,2017-03-19
4493,263,3438,2019-09-30
3603,4530,4297,2023-12-12
87,3777,4128,2000-04-28
2285,4336,2256,2018-08-04
1390,4157,3731,2010-09-03
2619,1493,4896,2015-06-06
355,867,880,2016-10-04
553,4386,3024,2006-06-17
485,503,1542,2011-10-12
2491,1479,4396,2002-04-06
1392,1854,3790,2013-03-30
40,840,806,2022-08-26
512,4985,4573,2021-09-04
880,4931,3777,2017-08-31
3410,871,3725,2008-12-23
4452,987,3287,2001-04-25
2659,4060,3922,2013-09-13
414,2750,4607,2014-08-08
1985,2615,3776,2015-08-28
4263,1683,3906,2003-12-07
2408,193,4308,2015-10-29
918,4605,2801,2022-01-25
3822,3172,4165,2008-03-19
1858,3622,2803,2014-08-05
4140,2715,3752,2009-01-03
4465,4404,2980,2016-03-16
3481,2137,3392,2002-09-29
62,1532,2123,2006-02-08
3450,2125,2178,2001-05-07
3738,2883,2371,2002-10-08
862,668,224,2023-12-21
4767,2769,967,2014-02-09
2826,2702,2067,2018-06-17
3689,2310,4562,2021-11-04
3978,1908,1154,2000-07-21
4737,2431,1442,2022-01-16
4372,4953,4047,2019-04-02
4720,348,3916,2012-05-31
3171,2572,1006,2019-06-04
2927,3573,4867,2021-06-02
2982,4057,2864,2000-12-25
2960,206,1721,2009-03-24
2480,1978,39,2001-06-29
4778,2534,1768,2004-01-08
3344,3497,2723,2016-04-01
2207,314,833,2002-05-16
2261,4818,2255,2016-05-29
782,4028,1847,2005-04-15
3723,4379,2910,2005-03-02
2415,3759,4509,2004-10-07
4954,1697,1658,2022-04-30
2468,448,2193,2007-02-25
92,782,3231,2010-04-14
1310,1385,3588,2004-10-02
1901,1333,1094,2022-03-13
3102,3861,1065,2020-05-26
3692,1391,2674,2005-05-27
4063,651,4346,2022-10-25
504,705,3061,2004-09-09
2763,2879,1276,2009-09-26
4368,1979,4183,2020-11-07
4749,4570,4913,2017-03-18
167,4816,3369,2017-06-03
3076,1196,238,2002-03-17
456,3443,1009,2020-04-02
1876,1865,1651,2006-02-03
1455,2203,1784,2000-09-16
3839,4470,1369,2007-02-21
4472,1050,4977,2021-06-09
3282,819,1502,2003-05-15
3726,1889,761,2014-07-22
1734,4106,2035,2002-03-11
4996,1006,1167,2017-07-28
4448,3412,3143,2022-08-28
1486,1001,2029,2013-08-04
560,1983,3724,2019-04-15
3694,1396,55,2014-05-08
3902,273,2415,2008-03-28
4805,2079,4868,2009-02-15
1067,2408,2559,2003-06-26
667,2440,772,2019-09-23
1127,1077,537,2004-06-28
3249,2184,348,2021-05-12
1460,165,2245,2017-07-02
567,796,2726,2011-01-21
4260,219,1436,2016-12-02
2455,4256,3350,2010-08-24
4434,1693,3629,2021-03-28
3743,592,1789,2009-02-26
1555,468,3421,2013-07-03
4767,3403,1045,2007-10-01
1277,4069,354,2023-07-17
2194,3219,3538,2024-01-31
1421,4807,1781,2018-10-14
4037,1938,2730,2007-03-25
2880,177,102,2000-02-24
2014,674,922,2000-04-06
1237,4633,3276,2011-05-04
2828,1870,2566,2012-02-26
1465,3422,4434,2013-06-17
582,138,2560,2004-08-19
74,479,1873,2008-06-11
4822,370,633,2019-02-24
470,4569,2420,2013-09-10
4544,918,3808,2007-05-16
2244,140,4726,2005-04-17
1040,3490,2377,2020-06-28
425,2249,3320,2010-06-28
421,81,1889,2020-05-25
1670,4107,2628,2007-07-29
4202,4843,1465,2010-12-03
313,596,3464,2016-10-26
3178,728,4543,2007-11-23
4481,63,644,2021-05-20
3347,4290,1658,2014-05-29
4481,3272,2724,2019-01-07
2013,1369,1007,2023-03-17
3081,2673,4368,2023-10-30
2488,3878,4668,2013-01-28
3802,1332,4674,2018-09-26
3828,1174,3397,2005-12-30
3129,3982,827,2005-12-12
606,4337,4623,2022-02-25
116,493,3082,2013-06-12
3434,577,4500,2021-03-27
2462,3129,2110,2020-11-11
4394,1405,3206,2017-07-29
619,1011,114,2014-01-24
4319,741,2019,2003-03-07
2015,2869,2418,2008-07-19
3953,272,2514,2008-07-24
3294,212,1867,2007-02-15
2693,4498,2350,2014-08-26
384,3130,411,2017-09-30
3522,877,876,2002-10-28
2492,1252,2351,2014-09-06
2733,4368,1750,2017-12-23
3699,194,1345,2001-08-07
3135,4320,2549,2003-11-25
1936,2418,2818,2014-05-11
3024,1700,931,2004-11-04
2061,2504,1524,2015-03-11
996,4608,4870,2003-11-25
1925,2039,734,2022-04-06
4973,3078,4869,2003-03-23
527,4167,3032,2005-01-24
1579,4248,2219,2009-07-16
1086,3447,1678,2007-10-16
307,230,3492,2011-12-11
3203,538,4840,2016-02-08
1747,4481,207,2006-11-01
1121,4294,1809,2008-07-24
14,4074,4319,2011-10-17
3734,4264,239,2014-01-21
1302,2485,2207,2018-03-26
3351,1711,3630,2013-04-22
2872,1913,2828,2004-10-26
1507,1552,61,2023-09-04
1156,2416,2885,2013-06-16
4962,4909,983,2023-01-12
31,2080,541,2019-03-25
1486,4102,1019,2011-08-13
2790,4703,1647,2006-01-04
135,4083,2303,2008-03-16
4314,113,1015,2012-04-27
879,3848,1465,2022-07-02
3023,1877,2098,2014-01-06
2576,3294,1004,2018-02-04
4193,4936,238,2019-08-01
626,2199,399,2009-03-10
4146,4228,1224,2009-07-08
2648,2849,4854,2012-09-05
526,386,4390,2016-10-04
4518,4052,1287,2008-03-07
1326,1181,2233,2012-06-11
585,1698,3279,2012-05-01
524,2700,2045,2008-01-03
4124,1491,4912,2007-04-14
3147,593,871,2004-08-05
242,2911,2834,2014-12-06
2276,748,4895,2006-04-04
3855,4708,3555,2009-02-09
2757,4514,3199,2002-06-13
656,1816,2500,2014-01-30
1340,30,242,2024-06-12
3690,2567,4668,2024-03-10
3669,4437,3274,2020-04-01
382,1503,2365,2001-02-04
915,70,3702,2007-08-01
3312,4122,4343,2019-01-05
2493,1188,520,2008-12-26
2525,1646,70,2002-11-17
193,2740,2931,2002-08-14
4218,305,2517,2016-12-20
1486,3397,2867,2003-10-09
520,2951,3240,2021-02-25
4628,4722,2312,2016-12-02
754,2640,131,2011-11-12
4999,3777,2665,2023-10-20
3742,4974,1614,2000-09-30
4800,1349,3105,2017-04-03
1785,4733,3605,2016-06-07
4334,3081,1834,2022-03-14
3942,3683,3305,2012-04-06
208,4691,1190,2017-01-30
2829,3438,2076,2014-04-16
1180,1980,3749,2023-02-25
760,190,4781,2022-03-19
3694,4552,2660,2009-09-16
3491,3177,328,2001-05-15
2222,1441,2326,2009-02-28
1547,2541,4927,2000-08-26
686,1755,4118,2016-05-08
52,3658,4506,2000-06-29
2692,1650,1533,2011-07-26
4934,617,3336,2003-09-16
1671,3336,3255,2013-12-14
2195,4234,3210,2007-07-11
1362,1129,1771,2019-08-29
2422,1827,1893,2012-08-29
2856,2517,2811,2014-05-01
2278,695,1377,2007-12-18
191,4764,4065,2006-02-21
1111,55,1435,2010-04-05
3324,1118,4963,2013-05-09
598,4363,1005,2016-02-08
2544,775,3867,2019-01-27
190,3751,2866,2005-01-28
3570,69,2963,2016-04-09
729,2976,302,2001-10-29
3858,3405,1183,2008-04-24
532,4204,2042,2005-04-04
2462,512,1598,2010-12-21
218,1371,1063,2016-07-01
4174,3435,37,2017-10-08
3750,3972,3424,2004-07-16
42,2771,162,2020-06-20
1897,1779,3808,2014-07-09
830,4394,4965,2009-10-26
1580,320,2882,2010-04-02
2323,1420,1994,2012-04-13
2337,4997,3722,2012-09-25
2617,4292,1898,2005-04-30
4688,569,3731,2012-10-18
2277,3401,1771,2018-06-10
4435,478,2319,2019-11-22
822,4438,2789,2017-02-28
1514,2705,4803,2012-06-20
2653,1058,3157,2002-01-23
2417,1852,2523,2024-06-23
412,1545,3836,2019-03-20
4757,4532,4095,2015-07-13
2229,3929,2546,2000-09-19
4381,2075,2066,2018-12-16
1058,3227,2003,2021-01-29
4403,3184,2214,2011-06-22
1415,2088,4532,2007-04-12
1576,3145,1450,2018-03-31
1953,929,254,2021-06-07
1984,2164,4021,2023-05-20
3716,3032,1003,2019-01-21
1417,3478,986,2005-06-08
2151,3076,4736,2015-05-19
3239,2753,188,2014-12-29
1045,3930,953,2021-08-17
2333,2839,4179,2018-07-14
193,1754,4289,2014-10-25
3970,1961,649,2009-09-03
3736,4336,4572,2007-12-20
902,2780,3278,2013-09-06
3848,2191,185,2011-11-29
1512,2680,4474,2001-06-01
1579,2491,2820,2023-01-02
974,4340,3159,2008-09-22
44,1619,3169,2011-08-06
4793,2,4338,2008-02-03
3408,2498,2597,2013-07-01
2028,1346,4071,2008-02-27
3172,4891,1563,2012-10-30
875,186,1210,2016-03-20
2622,1404,382,2023-09-21
1678,1577,2255,2011-12-03
452,3434,4370,2011-08-06
2327,3374,3608,2003-10-16
1598,4255,1748,2004-09-09
1616,3841,2253,2004-08-20
4732,1008,3225,2004-01-18
2264,3500,4842,2000-07-01
3523,939,2406,2017-12-29
1167,2081,4520,2012-02-15
2974,2101,2966,2015-03-29
2219,282,3590,2021-12-15
3522,3418,2234,2000-11-13
2903,1287,2995,2017-09-28
4067,4571,3218,2007-12-31
4259,1967,4419,2006-04-21
2913,1967,4257,2015-06-24
612,4115,3416,2000-12-27
4970,3552,3940,2005-05-17
3732,4398,3482,2022-02-23
763,1277,2777,2015-08-31
4784,95,31,2018-10-09
3584,2465,2550,2002-04-02
4351,4705,3493,2024-10-10
2624,394,542,2022-03-03
1063,4525,2620,2019-10-26
1603,2621,1694,2005-05-29
1997,610,4797,2018-11-06
1143,4426,643,2008-01-23
93,1269,1723,2013-07-28
177,54,2183,2014-01-15
4104,3697,2926,2023-04-08
3113,3129,2045,2014-08-15
1751,1402,4288,2017-05-26
1577,2903,222,2000-02-08
4228,1876,3985,2013-09-29
3461,417,2663,2011-07-19
742,21,4107,2012-05-25
124,2617,2109,2014-07-25
2502,2297,3901,2002-07-12
2420,1417,2847,2012-10-21
78,4031,2240,2002-06-19
1464,4513,645,2006-09-05
3368,4000,4339,2003-06-26
2385,1482,3147,2010-10-24
3777,2417,1205,2008-06-16
3400,57,3798,2016-11-05
1773,951,3695,2002-01-18
1385,789,71,2022-10-06
4487,3836,4311,2020-10-03
1499,4097,4786,2021-04-13
1935,3370,4581,2013-11-04
1980,3952,3303,2022-11-07
4780,911,4008,2018-10-21
2585,1066,291,2003-11-06
2370,497,3678,2004-02-19
3789,3146,3690,2018-10-22
4066,4272,1393,2017-03-30
1565,4478,338,2023-02-04
4395,2655,2366,2009-11-22
761,4056,2370,2008-09-09
3103,4436,3888,2019-12-03
271,248,2859,2011-07-06
1421,3452,4122,2009-01-08
306,2010,2152,2010-10-30
2377,3877,4278,2006-04-24
379,188,4321,2007-07-24
3971,1459,4543,2022-12-09
4054,319,1832,2023-04-16
4023,4063,547,2024-05-07
4272,3734,669,2009-12-21
896,1438,3650,2008-09-10
4738,652,2081,2006-04-19
4564,3251,4068,2004-03-29
3740,3531,485,2012-07-16
2734,2106,158,2012-08-18
2408,3658,3749,2024-05-19
1636,2286,3743,2009-09-29
4411,4355,662,2000-03-23
3246,268,4490,2005-03-15
214,2386,3209,2020-08-30
3273,1236,3525,2005-10-16
388,3906,2595,2014-02-26
3507,2033,920,2001-08-08
876,1613,3449,2006-01-29
212,2668,4689,2006-06-29
905,3385,3365,2002-05-16
1783,3239,2883,2011-06-11
81,1421,3045,2002-09-01
4819,565,3042,2020-11-05
2870,2399,1273,2024-10-20
522,2418,4660,2022-05-30
1038,352,3804,2019-06-26
4107,557,828,2007-12-10
2201,2220,4629,2023-04-13
4151,4088,4500,2011-09-04
3047,1640,2069,2014-08-03
4002,3850,2495,2020-05-07
924,3064,1700,2012-12-01
3557,2712,4544,2007-07-29
3783,2142,4216,2014-03-12
219,2388,3936,2010-03-09
2249,1839,3237,2024-07-26
3840,2100,4181,2017-07-10
3180,4430,4360,2021-09-13
2178,938,4864,2022-06-25
412,3105,2971,2000-05-03
2347,1986,3530,2007-04-21
4554,4271,4213,2019-01-19
4691,2825,3625,2011-07-29
2780,1389,3121,2002-07-06
744,2537,2640,2019-07-16
991,2553,4925,2008-09-04
3847,650,2068,2021-03-22
708,2013,2653,2006-04-15
467,2204,2172,2011-01-20
4638,3683,2869,2005-01-30
4804,2175,798,2016-09-17
4108,3509,1144,2000-12-14
1240,394,123,2010-11-12
3509,808,2282,2012-05-15
2419,4787,3965,2004-03-29
959,4292,4359,2016-12-06
1886,3023,2092,2017-06-03
4877,4133,1603,2005-11-20
85,3785,3067,2024-09-12
2340,4183,3352,2024-01-27
348,4317,2462,2000-06-05
3937,2160,1455,2010-07-28
111,818,655,2020-11-13
2630,3513,3186,2010-07-19
813,747,1779,2023-01-30
4527,2435,461,2005-07-25
706,2633,1908,2010-12-24
3958,573,4339,2021-10-22
3724,2124,4284,2021-11-13
1753,3149,2119,2020-09-08
4460,3670,4421,2007-05-07
1754,2085,2929,2024-07-20
4464,2109,4671,2007-03-05
1816,2185,3232,2010-02-17
207,1144,4331,2012-11-22
2208,4148,2608,2013-10-21
796,2555,4645,2021-08-01
4266,1801,3509,2024-09-29
4042,3893,2341,2001-03-10
3807,3977,1727,2017-04-25
278,3093,4523,2007-09-19
558,3269,3925,2012-04-06
2588,240,3849,2003-05-30
2248,2447,1380,2016-12-18
1365,3277,897,2009-05-22
3000,3467,3044,2018-11-06
2079,2272,4850,2016-03-05
2948,4550,1822,2004-04-06
2006,1409,3860,2024-03-22
814,71,3639,2001-06-18
4925,712,1723,2019-07-05
4979,4644,3948,2018-05-17
2353,4219,1968,2024-07-05
3490,880,4654,2017-04-20
2452,606,4570,2014-07-21
3071,573,3570,2020-01-12
4480,1902,945,2013-05-01
1003,2347,74,2007-05-17
4984,2484,4758,2016-03-14
4432,3708,3811,2016-04-16
3775,35,1254,2024-03-16
579,4867,1704,2015-09-13
229,1352,45,2022-08-03
821,3645,4186,2007-03-19
4707,1394,1706,2000-07-04
1787,1181,4317,2015-01-15
2495,1198,2699,2014-06-14
4767,2773,507,2016-06-28
575,3348,1957,2021-07-24
1890,144,1501,2020-04-05
834,3414,4257,2003-02-19
4623,1281,3340,2016-08-06
2493,4843,4025,2003-01-03
260,1000,2496,2009-10-08
2034,1965,2843,2017-08-30
1103,4453,2624,2024-06-06
2179,4185,1582,2008-03-05
406,2847,4287,2003-04-23
4682,2883,3827,2004-10-03
480,1733,4223,2011-02-02
3250,3404,4839,2004-03-27
657,2967,3203,2008-11-03
1281,2230,3950,2008-08-14
2089,4856,2887,2009-05-13
1453,766,4158,2001-06-22
2176,2540,1728,2023-10-22
2275,4200,2756,2007-08-10
2196,4168,1003,2009-03-19
2889,4307,1606,2016-12-13
3574,3887,850,2013-11-02
599,1847,2976,2002-02-01
4828,3307,2979,2016-06-29
667,4019,4439,2021-11-11
4975,1679,2562,2009-04-28
2100,2443,123,2003-08-27
2009,1197,2866,2014-11-21
1486,2592,915,2010-06-06
3942,4768,4134,2008-09-25
308,3220,1805,2013-02-14
888,1170,2409,2003-05-14
3227,700,92,2013-09-05
635,3035,641,2005-11-26
2902,3890,3043,2007-05-31
506,187,6,2016-05-20
1586,3807,3663,2024-03-23
1856,1361,1003,2015-08-05
4295,2257,391,2005-10-10
1706,51,278,2000-06-28
1975,651,2510,2016-06-11
857,3455,1417,2020-08-06
2148,204,3849,2018-01-08
352,3661,1016,2020-10-15
2398,4074,422,2013-06-02
1546,3707,863,2016-02-02
328,4983,4930,2010-08-18
2908,4304,1536,2007-07-07
771,1860,4267,2014-02-27
3153,244,2837,2003-05-11
4637,1152,2985,2017-09-25
3353,3638,428,2010-06-23
1835,3783,193,2018-05-31
3862,2918,4469,2022-10-30
2308,966,3645,2021-08-24
492,2377,271,2022-08-01
467,2394,1826,2004-09-19
446,2486,3144,2022-12-19
2514,3278,1498,2012-11-27
2970,3183,1814,2007-03-02
4548,2737,1705,2020-11-21
1780,2183,82,2014-07-06
2156,3108,1747,2022-06-02
4413,2350,1628,2000-08-30
3024,3867,1435,2018-02-27
2671,175,2894,2020-06-17
4779,2789,3250,2005-05-08
2982,273,1543,2023-10-08
499,2203,3208,2004-06-13
2256,311,3754,2001-12-30
1661,4721,1342,2011-08-02
3506,18,3764,2017-07-11
3870,600,442,2024-08-25
197,525,3830,2010-08-31
2230,4137,549,2013-11-26
4917,3100,1333,2014-09-12
1972,1433,1515,2000-01-12
1378,4308,823,2011-05-08
2482,1399,796,2011-08-19
1450,4694,877,2001-09-29
911,2809,1229,2005-12-29
2263,1490,4268,2012-06-10
4137,2135,4690,2005-01-29
2552,4819,1608,2003-03-16
4153,4919,4172,2004-08-28
3288,4646,2301,2000-01-17
1561,3013,297,2022-09-06
1891,2755,1625,2024-05-16
1213,980,301,2010-02-05
630,4757,2971,2015-02-25
2458,524,4920,2018-12-16
679,4763,2688,2003-08-16
2368,430,3384,2024-11-03
4478,2852,4492,2008-10-03
451,449,549,2012-04-03
582,4973,2687,2009-12-11
4800,373,1768,2013-01-25
4548,3568,3671,2014-10-30
1247,4352,420,2015-08-14
4541,4723,3978,2006-07-02
1106,1291,1196,2014-01-23
4963,2069,3441,2003-10-13
2406,4916,2826,2012-05-25
958,93,1841,2018-10-15
216,484,4604,2006-01-16
2888,2091,2487,2002-06-24
4218,4938,433,2023-10-23
3220,4494,403,2007-12-22
428,4279,3370,2007-12-10
1273,4846,2619,2022-12-07
4006,875,1493,2005-08-02
418,1762,4111,2006-09-09
1452,4045,2632,2023-04-29
4693,618,4149,2019-02-10
3745,2634,3098,2021-12-27
1543,3799,3980,2000-04-20
2650,1714,3812,2021-04-18
481,4775,43,2019-09-30
4018,2206,836,2005-06-27
451,2373,3973,2010-05-03
4676,2628,4374,2002-10-18
1044,3500,817,2012-08-15
227,1763,2759,2005-03-25
432,886,1981,2007-07-14
4249,1592,901,2008-07-03
1130,3116,2187,2024-08-30
3200,264,898,2002-09-25
2136,2135,2494,2022-02-12
1308,22,3505,2002-10-08
4865,1461,182,2020-12-27
4795,4253,2908,2014-08-08
969,977,2445,2009-12-02
2676,465,1947,2020-01-11
2752,1922,3110,2011-10-19
2196,4253,3492,2016-03-29
2177,1742,1291,2010-10-22
4447,2942,88,2005-07-24
4785,3045,2533,2017-11-29
1537,4891,4135,2000-11-07
36,509,3092,2000-03-09
4649,3091,2945,2013-03-15
1763,2485,1023,2015-12-28
3557,2411,3219,2015-10-23
2709,4270,2692,2014-05-13
3165,4662,477,2012-05-25
267,1846,4514,2013-09-19
1693,167,3549,2009-12-03
3624,431,127,2014-04-06
1052,718,549,2006-09-16
4058,2756,679,2002-10-06
2984,1530,658,2004-09-05
2555,1696,4433,2019-12-11
2229,1745,4011,2024-04-16
4125,597,2459,2021-12-28
2926,4159,3714,2010-10-27
2041,3070,893,2001-07-06
803,3186,89,2006-07-25
2097,4381,3184,2010-08-04
96,2423,2086,2000-07-20
1393,2448,2367,2015-06-08
946,4769,2331,2006-07-11
1044,66,200,2002-10-11
2982,747,2155,2024-02-21
3280,4838,2880,2004-02-03
2639,2450,4732,2007-11-13
4050,3496,2835,2014-04-27
2901,1861,6,2006-05-11
179,526,3129,2007-06-05
724,4982,4441,2007-12-01
639,4823,247,2013-11-15
2208,644,941,2022-01-21
2910,671,2992,2016-09-09
3602,452,3427,2024-05-13
4473,4990,573,2000-09-13
2345,2180,867,2013-04-24
4786,466,4585,2020-08-12
334,3650,437,2006-03-11
1872,3141,3637,2005-03-24
4136,3974,3402,2007-07-28
274,2805,3356,2004-03-17
1511,750,1529,2002-05-12
3909,1254,523,2007-09-01
1422,2882,2091,2016-08-06
2652,2174,4414,2015-06-06
3698,2080,890,2021-03-10
529,3959,4984,2020-08-07
3782,1739,430,2005-02-06
1790,1926,3415,2022-07-16
3901,6,2779,2015-02-27
5000,1749,4883,2023-10-10
1198,2409,3039,2016-12-10
618,2894,765,2010-03-27
1151,2027,1277,2011-04-05
4049,2456,26,2021-12-19
3409,4399,338,2014-07-16
4336,4745,1881,2008-01-16
1048,272,1983,2023-09-16
336,1154,1806,2013-06-13
1799,4091,2192,2020-05-20
657,1282,239,2002-10-06
2987,4518,1114,2006-06-30
954,3999,1278,2023-05-19
3220,2815,3572,2009-05-05
1773,4318,98,2011-05-12
399,3144,4113,2016-02-23
1921,1141,4005,2015-09-17
2010,4210,550,2003-07-05
3582,1165,4929,2016-05-12
2635,4518,3510,2024-07-30
47,3866,369,2015-05-27
226,1205,3076,2021-07-05
1284,4557,3491,2006-09-07
4544,2761,324,2021-01-20
3723,1800,908,2002-08-19
4347,1746,621,2020-09-27
2559,4289,2372,2011-02-21
2718,2963,2163,2001-02-07
1307,1439,1403,2014-10-05
3548,2070,4890,2024-03-07
3262,3470,3822,2023-03-09
2369,727,986,2002-04-21
1042,4802,3362,2010-04-23
143,1043,3033,2006-11-15
1452,3622,878,2017-07-10
711,2526,1900,2021-07-26
1258,127,4996,2004-01-24
2285,4398,4727,2016-01-10
3793,1829,4143,2005-07-30
3147,4433,1880,2009-09-06
2720,1419,3721,2016-10-16
4658,3070,2743,2022-06-27
3589,586,3605,2010-02-13
3900,3580,4019,2000-04-16
2095,1975,3317,2000-11-05
2443,2192,877,2003-04-07
1278,3789,2639,2004-10-25
2614,4103,1190,2010-03-11
3063,2189,4025,2023-12-15
1669,466,4330,2022-12-29
1915,1528,1072,2022-03-14
787,4389,4769,2019-08-23
4951,3174,4445,2003-10-20
514,1671,2038,2007-09-26
1115,4429,3472,2022-09-28
839,686,4792,2008-01-03
4882,1857,4336,2012-08-28
4055,2222,1149,2004-08-10
